,paragraph,guide_id,paragraph_id,possible_citations
121,"The Court was not convinced by the respondent State’s explanations regarding the circumstances surrounding the death of the applicants in the following cases:  Anguelova v. Bulgaria, 2002, § 121, where the applicant’s relative died from a skull injury a couple of hours after being detained;  Kişmir v. Turkey, 2005, § 105, which concerned the death of the applicant’s son in Diyarbakir police headquarters from respiratory failure related to lung oedema;  Aktaş v. Turkey, 2003, § 294, where the applicants’ relative died from mechanical asphyxia sustained during custody;  Mojsiejew v. Poland, 2009, § 65, which concerned the death of the applicant’s son in a sobering-up centre;  Khayrullina v. Russia, 2017, §§ 84-85, where the applicant’s husband died from the injuries he sustained during his unlawful detention in police custody.",guide_art_2_eng,122,{}
122,The Court has also been confronted with applications where it is undisputed that the applicants’ relatives died in circumstances falling outside the exceptions set out in the second paragraph of Article,guide_art_2_eng,123,{}
123,"However, even in circumstances where the Court cannot establish beyond reasonable doubt that any State agent was involved in the killing, the Court may nonetheless find the respondent State responsible, if it considers that the authorities failed to take reasonable measures available to them to protect the right to life of the applicant in question (Mahmut Kaya v. Turkey, 2000, §§ 87 and 101; Kılıç v. Turkey, 2000, §§ 64 and 77; Gongadze v. Ukraine, 2005, §§ 170-171; and by contrast Denizci and Others v. Cyprus, 2001, §§ 374 and 377).",guide_art_2_eng,124,{}
124,"In the particular context of security operations, the Court has held that the responsibility of the State is not confined to circumstances where there is significant evidence that misdirected fire from State agents has killed a civilian. It may also be engaged where they fail to take all feasible precautions in the choice of means and methods for a security operation mounted against an opposing group with a view to avoiding and, in any event, to minimising incidental loss of civilian life (Ahmet Özkan and Others v. Turkey, 2004, § 297).",guide_art_2_eng,125,{}
125,"In this context, the Court has found, for example, that:  the military had undertaken insufficient precautions to protect the lives of the civilian population (Ergi v. Turkey, 1998, § 81, where the applicant’s sister was killed in the course of an ambush operation conducted by the security forces against the PKK);  while the security forces’ choice to open intensive fire in response to shots fired at them from a village was “absolutely necessary” for the purpose of protecting life, Turkey had failed in its obligations to protect life under Article 2 because the security forces failed subsequently to verify whether there were any civilian casualties (Ahmet Özkan and Others v. Turkey, 2004, §§ 306-308, concerning a military raid conducted on a village in order to capture terrorists leading to the death of two children);  the military operation was not planned and executed with the requisite care for the lives of the civilians (Isayeva and Others v. Russia, 2005, § 199, which concerned the bombing of a convoy by Russian military jets during the Chechen war, with loss of civilian life); see also Abuyeva and Others v. Russia, 2010, § 203; and Benzer and Others v. Turkey, 2013, § 184, where the Court reiterated that an indiscriminate aerial bombing of civilians and their villages could not be acceptable in a democratic society or reconcilable with any of the grounds regulating the use of force set out in Article 2 § 2 of the Convention, the customary rules of international humanitarian law or any of the international treaties regulating the use of force in armed conflicts. In the case of Şirin Yılmaz v. Turkey, 2004, where the applicant’s wife was killed by artillery shells, the Court was unable to conclude that she was, beyond reasonable doubt, intentionally or recklessly killed by the security forces (§ 76; see also Zengin v. Turkey, 2004, § 44).   By contrast, the Court found that the wounding of the first applicant and the killing of the remaining applicants’ relative from the firing of mortars by soldiers near the Iranian border as they were illegally crossing over through a prohibited military area constituted a disproportionate use of force which was not absolutely necessary (Bişar Ayhan v. Turkey, 2021, § 74).",guide_art_2_eng,126,{}
126,"The Court has further underlined that Article 2 must be interpreted in so far as possible in light of the general principles of international law, including the rules of international humanitarian law which play an indispensable and universally accepted role in mitigating the savagery and inhumanity of armed conflict. In a zone of international conflict Contracting States are under an obligation to protect the lives of those not, or no longer, engaged in hostilities. This would also extend to the provision of medical assistance to the wounded; where combatants have died, or succumbed to wounds, the need for accountability would necessitate proper disposal of remains and require the authorities to collect and provide information about the identity and fate of those concerned, or permit bodies such as the International Committee of the Red Cross to do so (Varnava and Others v. Turkey [GC], 2009, § 185). Therefore, even in situations of international armed conflict, the safeguards under the Convention continue to apply, albeit interpreted against the background of the provisions of international humanitarian law (Hassan v. the United Kingdom [GC], 2014, § 104).",guide_art_2_eng,127,{}
127,"Where an individual is taken into custody in good health but is found to be injured at the time of release, it is incumbent on the State to provide a plausible explanation of how those injuries were caused, failing which an issue arises under Article 3 of the Convention. In the same vein, Article 5 imposes an obligation on the State to account for the whereabouts of any person taken into detention and who has thus been placed under the control of the authorities. Whether the failure on the part of the authorities to provide a plausible explanation as to a detainee’s fate, in the absence of a body, might also raise issues under Article 2 of the Convention will depend on all the circumstances of the case, and in particular on the existence of sufficient circumstantial evidence, based on concrete elements, from which it may be concluded to the requisite standard of proof that the detainee must be presumed to have died in custody (Timurtaş v. Turkey, 2000, § 82).",guide_art_2_eng,128,{}
128,"In this respect the period of time which has elapsed since the person was placed in detention, although not decisive in itself, is a relevant factor to be taken into account. It must be accepted that the more time goes by without any news of the detained person, the greater the likelihood that he or she has died. The passage of time may therefore to some extent affect the weight to be attached to other elements of circumstantial evidence before it can be concluded that the person concerned is to be presumed dead. In this respect the Court considers that this situation gives rise to issues which go beyond a mere irregular detention in violation of Article 5. Such an interpretation is in keeping with the effective protection of the right to life as afforded by Article 2, which ranks as one of the most fundamental provisions of the Convention (Tanış and Others v. Turkey, 2005, § 201).",guide_art_2_eng,129,{}
129,"However, this presumption of death is not automatic and is only reached on examination of the circumstances of the case, in which the lapse of time since the person was seen alive or heard from is a relevant element (Varnava and Others v. Turkey [GC], 2009, § 143; Aslakhanova and Others v. Russia, 2012, § 100).",guide_art_2_eng,130,{}
130,"Moreover, a finding of State involvement in the disappearance of a person is not a condition sine qua non for the purposes of establishing whether that person can be presumed dead; in certain circumstances the disappearance of a person may in itself be considered as life-threatening (Medova v. Russia, 2009, § 90).",guide_art_2_eng,131,{}
131,"For example, in the context of the conflict in Chechnya, the Court has concluded that when a person is detained by unidentified servicemen without any subsequent acknowledgement of detention, this can be regarded as life-threatening (Baysayeva v. Russia, 2007, § 119; Beksultanova v. Russia, 2011, § 83).",guide_art_2_eng,132,{}
132,"Likewise, the Court has deemed that the disappearance of a person in south-east Turkey between 1992 and 1996 could be regarded as life-threatening (Osmanoğlu v. Turkey, 2008, §§ 57-58; Meryem Çelik and Others v. Turkey, 2013, § 58), particularly if that person was suspected by the authorities of PKK involvement (Enzile Özdemir v. Turkey, 2008, § 45).",guide_art_2_eng,133,{}
133,"Once the Court considers that it has been established beyond reasonable doubt that the disappeared person must be presumed dead following his or her unacknowledged detention by State agents, the responsibility of the State is engaged. Since such circumstances do not provide any justification on any of the grounds listed in Article 2 § 2 of the Convention, the Court finds the respondent Government liable for the presumed death of the disappeared person (Akdeniz and Others v. Turkey, 2001, § 101; Orhan v. Turkey, 2002, § 331; İpek v. Turkey, 2004, § 168; Bazorkina v. Russia, 2006, § 111; Magomadov v. Russia, 2007, § 99; Meryem Çelik and Others v. Turkey, 2013, § 60; Mikiyeva and Others v. Russia, 2014, § 160; Kushtova and Others v. Russia (no. 2), 2017, § 83; and by contrast Tahsin Acar v. Turkey [GC], 2004, §§ 217-219; Nesibe Haran v. Turkey, 2005, § 68; Shafiyeva v. Russia, 2012, § 79; Kagirov v. Russia, 2015, § 97).",guide_art_2_eng,134,{}
134,"The disappearance of a person in life-threatening circumstances requires the State, pursuant to the positive obligation inherent in Article 2 of the Convention, to take operational measures to protect the right to life of the disappeared person (Koku v. Turkey, 2005, § 132; Osmanoğlu v. Turkey, 2008, § 75)2.",guide_art_2_eng,135,{}
135,"In this connection, any negligence displayed by the investigating or supervising authorities in the face of real and imminent threats to an identified individual’s life emanating from State agents who were acting outside their legal duties may entail a violation of the positive obligation to protect life (Gongadze v. Ukraine, 2005, § 170; Turluyeva v. Russia, 2013, §§ 100-101).",guide_art_2_eng,136,{}
136,"In a recent case, where a young woman with schizophrenia went missing, the Court found that the authorities, who were aware of the existence of a real and immediate risk of suicide, took immediate and appropriate action with a view to finding her alive. The State’s substantive obligation to protect the right to life was therefore fulfilled (Goncalves Monteiro v. Portugal, 2022, § 118; see also Tunç v. Turkey (dec.), 2022, §§ 82-83, where the Court found no indication that the authorities knew or ought to have known that there was a real and immediate risk to the life of the applicants’ relative, who had disappeared while criminal proceedings were pending against him for his alleged involvement in a terrorist organisation and thus no indication that they had failed to take measures which could reasonably have been expected of them).",guide_art_2_eng,137,{}
137,"A Contracting State will be responsible under the Convention for violations of human rights caused by acts of its agents carried out in the performance of their duties (Krastanov v. Bulgaria, 2004, § 53). Whether a person is an agent of the State for the purposes of the Convention is defined on the basis of a multitude of criteria, one of them being functional (Fergec v. Croatia, 2017, § 36). The Court has also held that, where the behaviour of a State agent is unlawful, the question of whether the impugned acts can be imputed to the State requires an assessment of the totality of the circumstances and consideration of the nature and circumstances of the conduct in question (Sašo Gorgiev v. the former Yugoslav Republic of Macedonia, 2012, §§ 47-48).",guide_art_2_eng,138,{}
138,"In particular, the Court has found that States are, in principle, not directly responsible for any killing or injury committed by State agents in their private capacity unless those agents made use of their position while committing the unlawful act in question with at least the connivance or acquiescence by the authorities irrespective of whether the agent concerned had been on or off-duty at the time of the events (Enukidze and Girgvliani v. Georgia, 2011, § 290; Kotelnikov v. Russia, 2016, § 93; Fergec v. Croatia, 2017, § 36).",guide_art_2_eng,139,{}
139,"However, in such circumstances, the State’s obligation to take appropriate steps to safeguard the lives of those within its jurisdiction remains (see, for example, the approach taken in Gorovenky and Bugara v. Ukraine, 2012, §§ 31-40).",guide_art_2_eng,140,{}
140,"In a recent case where an Azerbaijani officer killed an Armenian officer and threatened to kill another Armenian soldier while taking part in a NATO course in Budapest, the Court considered that Azerbaijan could not be held responsible for the acts in question. In this respect, it attached crucial importance to the fact that the perpetrator was not acting in the exercise of his official duties or on the orders of his superiors. The Court also rejected the applicants’ argument, based on Article 11 of the UN Draft Articles on the Responsibility of States of Internationally Wrongful Acts: while the 2 See Section “Protection of life”. measures taken by the Azerbaijani Government manifestly demonstrated its “approval” and “endorsement” of the perpetrator’s criminal acts, it was not convincingly demonstrated that Azerbaijan had “clearly and unequivocally” “acknowledged” and “adopted” his acts “as its own”, thus directly and categorically assuming, as such, responsibility for the actual killing of one victim and the attempted murder of another (Makuchyan and Minasyan v. Azerbaijan and Hungary, 2020, §§ 111- 118).",guide_art_2_eng,141,{}
141,"By contrast, in a case which concerned the targeted killing of a Russian political defector and dissident in the United Kingdom with a high level of polonium 210, the Court, given the prima facie evidence of State involvement which the respondent Government failed to displace, found that the two Russian individuals, which the domestic inquiry in the United Kingdom had established as the perpetrators, were acting as State agents and that the act complained of was thus attributable to Russia (Carter v. Russia, 2021, §§ 162-169).",guide_art_2_eng,142,{}
142,"The procedural obligations of the State was first formulated in the context of the use of lethal force by State agents where the Court held that a general legal prohibition of arbitrary killing by the agents of the State would be ineffective, in practice, if there existed no procedure for reviewing the lawfulness of the use of lethal force by State authorities. The Court underlined that the obligation to protect the right to life under this provision, read in conjunction with the State’s general duty under Article 1 of the Convention to “secure to everyone within their jurisdiction the rights and freedoms defined in the Convention”, requires by implication that there should be some form of effective official investigation when individuals have been killed as a result of the use of force by, inter alios, agents of the State (McCann and Others v. the United Kingdom, 1995, § 161).",guide_art_2_eng,143,{}
143,"Since then the Court has accepted that this obligation arises in a variety of situations where an individual has sustained life-threatening injuries, died or has disappeared in violent or suspicious circumstances, irrespective of whether those allegedly responsible are State agents or private persons or are unknown or self-inflicted (see, for example, concerning inter-prisoner violence: Paul and Audrey Edwards v. the United Kingdom, 2002, § 69; concerning homicides by prisoners benefiting from early release or social re-integration schemes: Maiorano and Others v. Italy, 2009, §§ 123-26; concerning high-profile assassinations: Kolevi v. Bulgaria, 2009, §§ 191-215; concerning domestic violence: Opuz v. Turkey, 2009, § 150; concerning suspicious deaths or disappearances: Iorga v. Moldova, 2010, § 26; Tahsin Acar v. Turkey [GC], 2004, § 226; concerning suicide: Trubnikov v. Russia, 2005; Mosendz v. Ukraine, 2013, § 92; Vasîlca v. the Republic of Moldova, 2014, § 28). This stems from Article 2 which imposes a duty on that State to secure the right to life by putting in place effective criminal-law provisions to deter the commission of offences against the person, backed up by law-enforcement machinery for the prevention, suppression and punishment of breaches of such provisions. This obligation requires by implication that there should be some form of effective official investigation when there is reason to believe that an individual has sustained life-threatening injuries in suspicious circumstances, even where the presumed perpetrator of the fatal attack is not a State agent (Mustafa Tunç and Fecire Tunç v. Turkey [GC], 2015, § 171).",guide_art_2_eng,144,{}
144,"The Court has further extended the scope of this obligation to circumstances where an individual has sustained life-threatening injuries or where lives have been lost in circumstances potentially engaging the responsibility of the State due to alleged negligence (see, for example, in the context of healthcare: Lopes de Sousa Fernandes v. Portugal [GC], 2017, § 214; and road traffic accidents: Anna Todorova v. Bulgaria, 2011, § 72). In such cases, the Court has held that Article 2 of the Convention must also be considered to require the State to have in place an effective independent judicial system so as to secure legal means capable of establishing the facts, holding accountable those at fault and providing appropriate redress to the victim (Sinim v. Turkey, 2017, § 59; Ciechońska v. Poland, 2011, § 66). In such cases, the Court has transposed, with certain adaptions and in a piecemeal fashion, the general principles regarding the duty to investigate, notably; the minimum required standards3.",guide_art_2_eng,145,{}
145,"When the victim of a lethal attack is a State agent carrying out his official duties, the Court has underlined that the procedural obligation of the State required an additional investigation as to whether negligent acts or omissions on the part of officials had also directly contributed to that death (Ribcheva and Others v. Bulgaria, 2021, §§ 125-130).",guide_art_2_eng,146,{}
146,"The State’s obligation to carry out an effective investigation has in the Court’s case-law been considered as an obligation inherent in Article 2, which requires, inter alia, that the right to life be “protected by law”. Although the failure to comply with such an obligation may have consequences for the right protected under Article 13, the procedural obligation of Article 2 is seen as a distinct obligation (İlhan v. Turkey [GC], 2000, §§ 91-92; Šilih v. Slovenia [GC], 2009, §§ 153-154). It can give rise to a finding of a separate and independent “interference”. This conclusion derives from the fact that the Court has consistently examined the question of procedural obligations separately from the question of compliance with the substantive obligation (and, where appropriate, has found a separate violation of Article 2 on that account) and the fact that on several occasions a breach of a procedural obligation under Article 2 has been alleged in the absence of any complaint as to its substantive aspect (Armani Da Silva v. the United Kingdom [GC], 2016, § 231).",guide_art_2_eng,147,{}
147,"The essential purpose of an investigation under Article 2 is to secure the effective implementation of the domestic laws safeguarding the right to life and, in those cases involving State agents or bodies, to ensure their accountability for deaths occurring under their responsibility (Hugh Jordan v. the United Kingdom, 2001, § 105; Nachova and Others v. Bulgaria [GC], 2005, § 110; Al-Skeini and Others v. the United Kingdom [GC], 2011, § 163).",guide_art_2_eng,148,{}
148,"What form of investigation will achieve the purposes of Article 2 may vary depending on the circumstances. However, whatever mode is employed, the authorities must act of their own motion once the matter has come to their attention. They cannot leave it to the initiative of the next-of-kin either to lodge a formal complaint or to take responsibility for the conduct of any investigative procedures (Al-Skeini and Others v. the United Kingdom [GC], 2011, § 165).",guide_art_2_eng,149,{}
149,"In the context of killings allegedly perpetrated by or in collusion with State agents, civil proceedings, which are undertaken on the initiative of the next-of-kin, not the authorities, and which do not involve the identification or punishment of any alleged perpetrator, cannot be taken into account in the assessment of the State’s compliance with its procedural obligations under Article 2 of the Convention (Hugh Jordan v. the United Kingdom, 2001, § 141) because, in such cases, the procedural obligation of the State under Article 2 cannot be satisfied merely by awarding damages (McKerr v. the United Kingdom (dec.), 2000, § 121; Bazorkina v. Russia, 2006, § 117; Al-Skeini and Others v. the United Kingdom [GC], 2011, § 165).",guide_art_2_eng,150,{}
150,"The Court has explained that this is because in cases of homicide the interpretation of Article 2 as entailing an obligation to conduct an official investigation is justified not only because any allegations of such an offence normally give rise to criminal liability, but also because often, in practice, in the context of killings allegedly perpetrated by or in collusion with State agents, the true circumstances of the death are, or may be, largely confined within the knowledge of State officials or authorities so that the bringing of appropriate domestic proceedings such as a criminal prosecution, disciplinary proceedings and proceedings for the exercise of remedies available to victims and their families, will be conditioned by an adequate official investigation (Makaratzis v. Greece [GC], 2004, § 73; Khashiyev and Akayeva v. Russia, 2005, §§ 120-121).",guide_art_2_eng,151,{}
151,"The nature and degree of scrutiny which satisfy the minimum threshold of the investigation’s effectiveness depends on the circumstances of the particular case. It must be assessed on the basis of all relevant facts and with regard to the practical realities of investigation work (Centre for Legal Resources on behalf of Valentin Câmpeanu v. Romania [GC], 2014, § 147). It is not possible to reduce the variety of situations which might occur to a bare check-list of acts of investigation or other simplified criteria (Velikova v. Bulgaria, 2000, § 80).",guide_art_2_eng,152,{}
152,"Where a suspicious death has been inflicted at the hands of a State agent, particularly stringent scrutiny must be applied by the relevant domestic authorities to the ensuing investigation (Enukidze and Girgvliani v. Georgia, 2011, § 277; Armani Da Silva v. the United Kingdom [GC], 2016, § 234).",guide_art_2_eng,153,{}
153,"In the context of disappearances, having regard to the fact that a disappearance is a distinct phenomenon, characterised by an ongoing situation of uncertainty and unaccountability in which there is a lack of information or even a deliberate concealment and obfuscation of what has occurred and that this situation is very often drawn out over time, prolonging the torment of the victim’s relatives with the additional distinctive element of subsequent failure to account for the whereabouts and fate of the missing person gives rise to a continuing situation. Thus, in such cases, the procedural obligation will, potentially, persist as long as the fate of the person is unaccounted for; the ongoing failure to provide the requisite investigation will be regarded as a continuing violation. This is so, even where death may, eventually, be presumed (Varnava and Others v. Turkey [GC], 2009, § 148).",guide_art_2_eng,154,{}
154,"In cases of contract killing, the Court took the view that the investigation could not be considered adequate in the absence of genuine and serious investigative efforts taken with the view to identifying the intellectual author of the crime, that is, the person or people who had commissioned the assassination. In such cases the domestic authorities’ scrutiny had to aim to go beyond identification of a hitman (Mazepa and Others v. Russia, 2018, §§ 75-79; see also Nemtsova v. Russia, 2023, §§ 111 and 116).",guide_art_2_eng,155,{}
155,"Where the victim of a killing is a journalist, the Court, referring to Recommendation CM/Rec (2016) 4 on the protection of journalism and safety of journalists and other media actors, has considered that it was of utmost importance to check a possible connection of the crime to the journalist’s professional activity (Mazepa and Others v. Russia, 2018, § 73).",guide_art_2_eng,156,{}
156,"Similarly, where the victim was a prominent politician and an opposition leader, the Court considered that it was vital to explore whether there was a possible political motive for his murder and whether certain State officials could have been involved (Nemtsova v. Russia, 2023, §§ 117 -127; see also Navalnyy v. Russia (No. 3), where the authorities refused to institute criminal proceedings into the attempted murder of a prominent opposition figure with a substance identified as a chemical nerve agent).",guide_art_2_eng,157,{}
157,"For an investigation into alleged unlawful killing by State agents to be effective, it may generally be regarded as necessary for the persons responsible for and carrying out the investigation to be independent from those implicated in the events. This means not only a lack of hierarchical or institutional connection but also a practical independence. What is at stake here is nothing less than public confidence in the State’s monopoly on the use of force (Armani Da Silva v. the United Kingdom [GC], 2016, § 232).",guide_art_2_eng,158,{}
158,"The requirements of Article 2 call for a concrete examination of the independence of the investigation in its entirety, rather than an abstract assessment (Mustafa Tunç and Fecire Tunç v. Turkey [GC], 2015, § 222).",guide_art_2_eng,159,{}
159,"Moreover, Article 2 does not require that the persons and bodies responsible for the investigation enjoy absolute independence, but rather that they are sufficiently independent of the persons and structures whose responsibility is likely to be engaged. The adequacy of the degree of independence is assessed in the light of all the circumstances, which are necessarily specific to each case (ibid., § 223).",guide_art_2_eng,160,{}
160,"However, where the statutory or institutional independence is open to question, such a situation, although not decisive, will call for a stricter scrutiny on the part of the Court of whether the investigation has been carried out in an independent manner. Where an issue arises concerning the independence and impartiality of an investigation, the correct approach consists in examining whether and to what extent the disputed circumstance has compromised the investigation’s effectiveness and its ability to shed light on the circumstances of the death and to punish those responsible (ibid, § 224).",guide_art_2_eng,161,{}
161,"In this respect, the Court has emphasised that public prosecutors inevitably rely on the police for information and support and that this is not in itself sufficient to conclude that they lack sufficient independence vis-à-vis the police. Rather, problems arise if a public prosecutor has a close working relationship with a particular police force (Ramsahai and Others v. the Netherlands [GC], 2007, § 344).",guide_art_2_eng,162,{}
162,"The Court has found that independence was lacking in investigations where, for example, the investigators:  were potential suspects (Bektaş and Özalp v. Turkey, 2010, § 66; Orhan v. Turkey, 2002, § 342);  were direct colleagues of the persons subject to investigation or likely to be so (Ramsahai and Others v. the Netherlands [GC], 2007, §§ 335-341; Emars v. Latvia, 2014, §§ 85 and 95);  were in a hierarchical relationship with the potential suspects (Şandru and Others v. Romania, 2009, § 74; Enukidze and Girgvliani v. Georgia, 2011, §§ 247 et seq.).",guide_art_2_eng,163,{}
163,"In some cases the Court has interpreted the specific action of the investigative bodies as an indication of a lack of independence, such as,  the failure to carry out certain measures which would elucidate the circumstances of the case (Sergey Shevchenko v. Ukraine, 2006, §§ 72-73);  the excessive weight given to the suspects statements (Kaya v. Turkey, 1998, § 89);  the failure to explore certain obvious and necessary lines of inquiry (Oğur v. Turkey [GC], 1999, §§ 90-91); inertia (Rupa v. Romania (no. 1), 2008, §§ 123-124). ",guide_art_2_eng,164,{}
164,"The Court did not find an issue regarding the independence of the investigation in the following circumstances:  the mere fact that the investigators and the investigated were sharing living quarters in the particular context of military operations conducted abroad (Jaloud v. the Netherlands [GC], 2014, § 189);  where the military court which carried out the review of the investigation failed to enjoy full statutory independence but there was absence of direct hierarchical, institutional or other ties between it and the main potential suspect and the specific conduct of that court did not reflect a lack of independence or impartiality in the handling of the investigation (Mustafa Tunç and Fecire Tunç v. Turkey [GC], 2015, § 254).",guide_art_2_eng,165,{}
165,"In order to be “effective” as this expression is to be understood in the context of Article 2 of the Convention, an investigation into a death that engages the responsibility of the Contracting Party under that Article must firstly be adequate (Ramsahai and Others v. the Netherlands [GC], 2007, § 324). That means that, it must be capable of leading to a determination of whether the force used was or was not justified in the circumstances and of identifying and – if appropriate – punishing those responsible (Armani Da Silva v. the United Kingdom [GC], 2016, § 243). This is not an obligation of result, but of means (Tahsin Acar v. Turkey [GC], 2004, § 223; Jaloud v. the Netherlands [GC], 2014, § 186).",guide_art_2_eng,166,{}
166,"The authorities must take whatever reasonable steps they can to secure the evidence concerning the incident, including, inter alia, eyewitness testimony, forensic evidence and where appropriate, an autopsy which provides a complete and accurate record of injury and an objective analysis of the clinical findings, including the cause of death. (Armani Da Silva v. the United Kingdom [GC], 2016, § 233). In this connection, the Court has held that an effective investigation may, in some circumstances, require the exhumation of the bodies of the deceased, despite the family’s opposition (Solska and Rybicka v. Poland, 2018, §§ 120-121). Moreover, where there has been a use of force by State agents, the investigation must also be effective in the sense that it is capable of leading to a determination of whether the force used was or was not justified (Armani Da Silva v. the United Kingdom [GC], 2016, § 233). Any deficiency in the investigation which undermines its ability to establish the cause of death or the person or persons responsible will risk failing foul of this standard (Al-Skeini and Others v. the United Kingdom [GC], 2011, § 166).",guide_art_2_eng,167,{}
167,"In particular, the investigation’s conclusions must be based on a thorough, objective and impartial analysis of all relevant elements. Failing to follow an obvious line of inquiry undermines to a decisive extent the investigation’s ability to establish the circumstances of the case and the identity of those responsible (Mustafa Tunç and Fecire Tunç v. Turkey [GC], 2015, § 175).",guide_art_2_eng,168,{}
168,"The Court has found the investigation inadequate when, for example:  the investigation into a fatal shooting by the police during an attempted arrest had been undermined by shortcomings such as the failure to test the hands of officers in question for gunshot residue; to stage a reconstruction of the incident; to examine their weapons or ammunition; the lack of an adequate pictorial record of the trauma caused to the victim’s body by the fatal bullet; and the failure to separate the officers involved in the incident before their questioning (Ramsahai and Others v. the Netherlands [GC], 2007, §§ 326-332);  the forensic investigation was defective (Tanlı v. Turkey, 2001, § 153);  the authorities accepted the version of facts presented by the accused State agents without hearing any further witnesses (Özalp and Others v. Turkey, 2004, § 45) or placed heavy reliance on the report prepared by them (İkincisoy v. Turkey, 2004, § 78);  no investigation had been conducted into the flight log which constituted a key element in the possible identification and prosecution of those responsible for the bombing of civilian villages by military aircraft (Benzer and Others v. Turkey, 2013, § 196);  the investigation into the contract killing of an investigative journalist focused only on a single line of inquiry without exploring other allegations (Mazepa and Others v. Russia, 2018, §§ 77-79).",guide_art_2_eng,169,{}
169,"By contrast, having regard to the various steps undertaken by the domestic authorities, the Court did not find an issue with respect to the adequacy of the investigation in:  Mustafa Tunç and Fecire Tunç v. Turkey [GC], 2015, § 209, which concerned the investigation into the death of the applicants’ son and brother during his military service;  Armani Da Silva v. the United Kingdom [GC], 2016, § 286, which concerned the investigation into the fatal shooting of person mistakenly identified as a suspected terrorist;  Giuliani and Gaggio v. Italy [GC], 2011, § 309, which concerned the investigation into the fatal shooting of a demonstrator by a member of the security forces during a G8 summit;  Palić v. Bosnia and Herzegovina, 2011, §§ 64-66, which concerned the investigation into the disappearance of the applicant’s husband during the war in Bosnia and Herzegovina.  Tunç v. Turkey (dec.), 2022, §§ 96-97, which concerned the authorities’ investigation into the disappearance of the applicants’ relative, against whom criminal proceedings were pending for his alleged involvement in a terrorist organisation.",guide_art_2_eng,170,{}
170,"Article 2 requires investigations to be prompt (Armani Da Silva v. the United Kingdom [GC], 2016, § 237) and to proceed with reasonable expedition (Giuliani and Gaggio v. Italy [GC], 2011, § 305).",guide_art_2_eng,171,{}
171,"The Court accepts that there may be obstacles or difficulties which prevent progress in an investigation in a particular situation, but it considers that a prompt response by the authorities in investigating a use of lethal force, may generally be regarded as essential in maintaining public confidence in their adherence to the rule of law and in preventing any appearance of collusion in or tolerance of unlawful acts (Al-Skeini and Others v. the United Kingdom [GC], 2011, § 167; Tahsin Acar v. Turkey [GC], 2004, § 224; Armani Da Silva v. the United Kingdom [GC], 2016, § 237).",guide_art_2_eng,172,{}
172,"The Court observes that the passage of time is liable not only to undermine an investigation, but also to compromise definitively its chances of being completed (Mocanu and Others v. Romania [GC], 2014, § 337).",guide_art_2_eng,173,{}
173,"The Court has found that the domestic authorities have, inter alia, failed to investigate with sufficient promptness and reasonable expedition in the following cases:  Kelly and Others v. the United Kingdom, 2001, § 136: the inquest proceedings into the killing of the applicants’ relatives by the security forces in an operation commenced eight years after the deaths;  Nafiye Çetin and Others v. Turkey, 2009, § 42: the criminal proceedings instituted with a view to elucidating the facts and identify and punish those responsible for the death of their relative in police custody were pending for almost fifteen years;  Mocanu and Others v. Romania [GC], 2014, § 348: the investigation into the killing of Mr Mocanu during 1990 demonstrations against the Romanian regime was pending, overall, for more than twenty-three years;  Hemsworth v. the United Kingdom, 2013, § 74: the inquest hearing began 13 years after the killing of the applicants’ relatives allegedly by security forces in Northern Ireland;  Jelić v. Croatia, 2014, § 91: the investigation into the abduction and killing of the applicant’s husband in 1991 was plagued by inexplicable delays;  Mazepa and Others v. Russia, 2018, § 81: the investigation into the contract killing of an identity of the persons who had investigative journalist, notably, as regards the commissioned the crime, was still pending after more than eleven years.",guide_art_2_eng,174,{}
174,"However, the Court did not consider that the length of the investigation and/or ensuing criminal proceedings were ineffective in cases concerning killings allegedly perpetrated by Hizbullah. Taking note of the nature of the crime, a killing by an unknown perpetrator and the efforts needed to dismantle a criminal organisation, the Court considered that the investigations conducted in these cases, while lengthy, were not devoid of effect and it could not be maintained that the authorities took no action with regard to the killing of the applicants’ relatives (Bayrak and Others v. Turkey, 2006, §§ 54-55; Adıyaman v. Turkey (dec.), 2010). See also, in the context of investigations into deaths and disappearances during an armed conflict, Palić v. Bosnia and Herzegovina, 2011, § 70; Zdjelar and Others v. Croatia, 2017, §§ 91-94.",guide_art_2_eng,175,{}
175,"There must be a sufficient element of public scrutiny of the investigation or its results to secure accountability in practice as well as in theory. This requirement does not, however, go so far as to require all aspects of all proceedings following an inquiry into a violent death to be public as disclosure or for example, publication of police reports and investigative materials may involve sensitive issues with possible prejudicial effects on private individuals or other investigations and, therefore, cannot be regarded as an automatic requirement under Article 2 of the Convention. The degree of public scrutiny required may vary from case to case (Ramsahai and Others v. the Netherlands [GC], 2007, § 353; Giuliani and Gaggio v. Italy [GC], 2011, § 304).",guide_art_2_eng,176,{}
